日期,股票代碼,股票名稱,成交張數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,本益比,外陸資買賣超張數,投信買賣超張數,自營商買賣超張數
2026-01-16,2851,中再保,1245,"1,033","33,751,091",27.35,27.35,26.95,26.95,10.74,-266,0,-38
2026-01-15,2851,中再保,1066,724,"29,072,569",27.20,27.45,27.05,27.25,10.86,638,4,5
2026-01-14,2851,中再保,959,734,"26,161,384",27.40,27.50,27.15,27.20,10.84,-17,11,1
2026-01-13,2851,中再保,2640,"1,245","71,697,289",26.85,27.30,26.85,27.20,10.84,1207,3,0
2026-01-12,2851,中再保,961,546,"25,627,319",26.70,26.85,26.50,26.80,10.68,51,1,-1
2026-01-09,2851,中再保,1093,521,"29,207,916",26.65,26.90,26.55,26.60,10.60,249,7,-1
2026-01-08,2851,中再保,1645,652,"43,813,602",26.55,26.75,26.35,26.60,10.60,917,0,0
2026-01-07,2851,中再保,930,545,"24,644,390",26.40,26.65,26.40,26.50,10.56,386,0,0
2026-01-06,2851,中再保,646,333,"17,096,277",26.45,26.55,26.40,26.40,10.52,161,16,-5
2026-01-05,2851,中再保,1086,567,"28,614,928",26.25,26.50,26.10,26.50,10.56,463,0,-10
2026-01-02,2851,中再保,504,259,"13,281,354",26.40,26.45,26.20,26.25,10.46,-2,0,-8
2025-12-31,2851,中再保,493,267,"12,971,473",26.25,26.40,26.20,26.25,10.46,-83,0,-46
2025-12-30,2851,中再保,866,747,"22,781,222",26.55,26.55,26.20,26.25,10.46,-144,0,-32
2025-12-29,2851,中再保,2121,936,"56,316,293",26.20,26.70,26.20,26.60,10.60,1076,0,-65
2025-12-26,2851,中再保,697,367,"18,225,134",26.05,26.25,26.00,26.20,10.44,75,0,-101
2025-12-24,2851,中再保,628,460,"16,449,591",26.15,26.30,26.05,26.10,10.40,-268,0,-45
2025-12-23,2851,中再保,259,351,"6,798,014",26.15,26.25,26.10,26.20,10.44,-8,0,-50
2025-12-22,2851,中再保,748,514,"19,569,206",26.20,26.25,26.00,26.25,10.46,111,0,-46
2025-12-19,2851,中再保,910,462,"23,804,884",26.20,26.30,26.00,26.20,10.44,244,0,-40
2025-12-18,2851,中再保,758,526,"19,999,174",26.45,26.65,26.10,26.20,10.44,14,0,-5
2025-12-17,2851,中再保,1226,606,"32,222,600",26.05,26.45,26.00,26.45,10.54,-27,0,-29
2025-12-16,2851,中再保,1517,982,"39,337,782",25.90,26.10,25.80,26.05,10.38,729,0,-80
2025-12-15,2851,中再保,502,540,"13,076,869",25.80,26.20,25.80,26.05,10.38,231,0,-55
2025-12-12,2851,中再保,1012,629,"26,412,494",26.10,26.25,26.00,26.05,10.38,364,0,-82
